gene	transcript	GFP1	GFP2	GFP3	NFYA_DN1	NFYA_DN2	NFYA_DN3	PBCAB1	PBCAB2	PBCAB3
zgc:136439	NM_001040372	12.73	11.94	16.59	24.91	24.51	16.79	8.41	14.59	8.84
fbxl3b	NM_001006075	27.00	26.83	23.15	24.25	23.58	30.24	29.68	32.19	30.83
chsy1	NM_212678	28.60	31.07	30.65	25.94	24.41	24.42	33.26	27.53	29.17
osgn1	NM_200186	13.27	12.69	25.85	17.88	15.71	23.74	37.55	17.60	29.23
ssr2	NM_001001399	495.54	478.45	559.10	563.79	582.63	536.47	353.32	516.25	353.89
vps4b	NM_001100962,NM_001291422	40.68	45.73	45.53	55.41	58.40	53.55	38.91	52.81	42.60
trim105	NM_001130662	3.31	4.33	2.95	1.74	2.13	2.16	3.30	3.74	4.23
mir30b	NR_030041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
atp5l	NM_199757	284.47	268.03	285.83	311.25	309.07	265.78	149.02	308.67	170.36
casc1	NM_001099454	0.55	0.77	0.73	0.39	0.43	0.34	0.28	0.48	0.35
ing5a	NM_001100049	7.83	7.63	6.80	9.61	8.51	11.03	14.39	6.21	11.28
camk2d1	NM_001003602,NM_001114708	13.80	16.56	19.97	18.87	18.37	17.04	16.38	17.35	16.82
abcc9	NM_001030154	0.92	1.06	0.23	1.08	1.38	1.68	5.05	0.94	3.32
adprm	NM_200421	15.60	18.83	9.54	18.19	17.51	27.65	21.36	16.35	25.47
pcdh1g32	NM_001024128	9.24	10.01	10.65	4.04	3.52	3.32	2.56	7.31	3.90
acer1	NM_001017603	17.57	17.01	7.85	24.65	25.35	29.94	22.66	9.77	21.13
zgc:194114	NM_001135985	1.02	0.72	0.45	0.72	0.23	0.24	0.41	0.36	0.37
hoxb9a	NM_131121	66.32	65.63	78.93	65.64	61.70	58.41	44.73	61.53	51.85
wnt1	NM_001201398	12.22	14.99	9.41	9.94	11.04	12.50	15.35	13.14	13.32
ankrd31	NM_001017911	27.03	26.34	18.70	8.95	6.89	8.51	27.49	15.21	27.67
nkx1.2la	NM_212830	20.28	21.49	18.21	12.23	14.40	15.65	23.86	19.72	23.82
agbl5	NM_001004113	21.29	23.74	16.76	19.76	20.13	19.01	27.13	21.73	27.51
tac3b	NM_001256390	0.00	0.33	0.00	0.33	0.65	0.33	0.00	0.00	0.34
sctr	NM_001256639	0.08	0.00	0.08	0.08	0.17	0.50	0.29	0.17	0.09
prc1b	NM_200234	28.77	27.21	31.64	30.62	27.74	25.67	21.12	27.41	25.33
atf4a	NM_213233	665.03	640.53	600.99	576.34	603.75	655.46	819.19	623.83	749.47
mirlet7a-5	NR_039088	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tagapb	NM_001004548	0.03	0.06	0.11	0.06	0.09	0.00	0.07	0.12	0.00
arl8	NM_199824	67.09	70.30	73.95	60.41	62.48	55.56	53.96	68.99	60.57
plcg2	NM_001044968	5.37	5.75	3.52	4.81	5.15	8.18	15.36	8.63	14.28
dnaja2	NM_213493	270.98	274.44	304.65	319.07	327.29	311.13	169.85	310.09	214.78
pvalb5	NM_207167	0.16	0.33	0.00	0.99	0.65	0.33	0.00	0.66	0.34
eif2ak1	NM_001077567	14.32	13.91	16.97	15.48	16.66	15.93	17.62	18.03	17.69
mir212	NR_030247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cdkn1ca	NM_001002040	203.97	197.01	221.46	197.57	201.14	174.29	150.52	205.41	167.42
emc9	NM_200126	37.61	36.25	41.73	35.18	36.61	31.07	28.18	37.57	29.31
mir736	NR_030519	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
slc1a4	NM_001002513	3.76	4.61	8.59	4.79	3.54	2.01	3.21	4.71	2.95
si:dkey-6n6.2	NM_001045397	16.61	14.79	21.91	37.54	32.96	17.03	7.40	15.73	8.79
rfng	NM_001001830,NM_001045336	22.19	20.25	19.84	18.71	16.93	17.16	20.13	17.10	20.70
cops5	NM_200725	49.88	45.60	52.80	61.16	62.85	54.61	30.83	54.54	36.72
psmg2	NM_213032	40.96	39.72	37.89	38.86	35.86	36.51	37.69	39.87	39.75
cbln1	NM_001002520	0.10	0.00	0.47	0.40	0.00	0.10	0.23	0.30	0.10
zgc:112982	NM_001013349	89.10	93.06	98.43	94.40	96.28	98.21	100.85	110.61	107.06
eno3	NM_214723	154.18	143.40	98.25	193.82	177.50	156.75	133.93	122.68	124.00
or132-3	NM_001130809	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dcn	NM_131697	1.61	1.99	5.13	1.82	2.04	1.23	1.06	3.22	1.32
lyve1a	NM_001309475	1.15	0.18	0.39	0.12	0.35	0.63	0.04	0.41	0.28
snrpd2	NM_001017582	343.88	341.35	372.88	346.34	370.38	361.72	272.42	389.25	290.23
tmtopsa	NM_001118899	0.37	0.10	0.09	0.00	0.00	0.00	0.00	0.00	0.00
prpsap2	NM_213496	24.96	23.86	29.43	25.01	25.20	27.53	28.32	29.46	26.17
hpcal1	NM_201164	2.12	2.08	4.35	2.01	2.04	0.85	0.16	3.07	1.03
zgc:158291	NM_001080058	10.48	11.21	13.44	11.46	10.70	6.37	5.24	16.28	10.22
taar12b	NM_001083104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
shmt2	NM_001123374	32.55	37.18	36.76	45.87	35.36	32.14	35.42	30.40	34.34
acbd6	NM_001025455	19.99	21.02	26.17	20.33	19.12	14.42	16.95	20.87	17.11
fam168b	NM_001076569	157.36	158.32	143.43	136.57	138.49	129.45	171.19	154.47	171.32
adnp2a	NM_001098265	14.84	17.02	16.93	17.14	16.50	16.51	17.46	19.62	19.46
cd247	NM_001100157	0.00	0.00	2.03	0.00	1.05	1.06	0.61	0.00	0.00
shisa4	NM_001017869	2.19	2.30	1.53	1.68	1.22	1.24	2.27	1.92	2.36
rad51	NM_213206	52.76	56.31	50.30	46.47	50.10	53.47	68.74	51.64	64.10
zgc:77739	NM_200896	22.81	23.71	26.14	15.77	15.85	12.62	29.57	27.73	24.97
tspan9b	NM_001002186	45.59	50.92	46.92	55.40	56.16	56.40	53.26	53.09	55.06
crfb16	NM_001130975	2.20	2.40	3.61	3.44	2.58	1.54	1.50	3.25	2.63
olfm1a	NM_001002491	0.11	0.12	0.22	0.35	0.34	0.35	0.27	0.00	0.00
plppr5b	NM_001099258	0.54	0.73	1.16	1.06	0.72	0.81	0.65	0.57	0.33
kcnab2b	NM_001111181	0.00	0.06	0.28	0.18	0.12	0.00	0.14	0.30	0.30
valopb	NM_001110280	0.00	0.00	0.00	0.08	0.08	0.00	0.19	0.00	0.08
btbd11a	NM_001045002	1.46	2.02	1.92	2.27	1.84	1.57	2.48	2.85	2.08
zp2.6	NM_131829	33.28	35.55	17.96	45.31	40.24	30.98	39.84	23.02	24.11
mafaa	NM_001082940	0.19	0.28	1.95	0.93	0.76	0.07	0.14	0.20	0.26
zgc:158689	NM_001080659	5.42	5.95	5.96	5.26	4.52	6.19	12.68	11.37	12.85
npy	NM_131074	0.29	0.90	0.00	0.75	0.59	0.45	0.86	0.45	0.62
stau2	NM_200925	56.19	63.60	62.64	48.53	44.09	37.61	63.48	58.24	60.38
zdhhc20a	NM_001083549	3.17	3.62	4.99	4.66	3.50	3.18	2.69	5.47	4.47
glmna	NM_001007415	14.37	14.51	16.73	16.36	15.07	14.55	12.98	17.60	15.60
nr5a1a	NM_131794	16.64	15.36	16.94	16.78	17.63	17.05	14.86	17.22	16.29
nfkbie	NM_001080089	12.84	13.22	13.29	10.18	10.21	10.94	9.55	14.73	9.88
heatr3	NM_200889	35.87	35.39	44.05	44.21	45.28	49.91	34.46	40.93	36.13
opn9	NM_001317751	0.13	0.14	0.06	0.14	0.66	0.74	0.08	0.27	0.07
or106-3	NM_001256352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
mirlet7a-3	NR_029978	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
mamdc2a	NM_001130397	0.00	0.10	0.05	0.05	0.25	0.30	0.46	0.30	0.05
fam213b	NM_213313	15.24	16.54	23.23	23.80	25.40	33.43	21.02	26.47	21.99
asmtl	NM_213511	23.63	22.79	28.29	31.25	26.90	25.86	25.54	28.51	24.94
hapln4	NM_001044907	0.10	0.05	0.21	0.33	0.00	0.05	0.00	0.05	0.06
fuom	NM_001004530	3.33	4.00	5.94	1.85	2.32	2.35	3.64	5.22	3.48
endou	NM_001080698	0.10	0.10	0.00	0.20	0.40	0.20	0.23	0.00	0.00
ralbb	NM_001002123	79.83	84.15	89.15	103.16	85.06	75.91	73.61	72.08	74.51
mgrn1b	NM_001144782	6.03	5.33	6.59	6.69	6.83	6.75	4.69	9.01	6.45
ppp1caa	NM_214811	337.06	330.20	312.15	291.23	298.25	318.21	388.07	345.13	379.77
dcp1b	NM_001045155	24.49	25.24	30.18	25.63	24.25	20.80	20.42	26.76	24.88
opn7a	NM_001316948	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.08
prosc	NM_001126409	16.56	17.18	25.70	28.85	27.32	22.07	10.34	18.75	14.26
fxyd1	NM_001256212	7.25	9.63	14.53	10.87	8.26	4.84	7.76	10.80	8.02
snapc4	NM_001258410	12.63	15.11	15.31	11.42	11.65	11.76	13.42	15.29	14.16
rnf24	NM_001007352	15.63	19.72	9.73	10.54	9.88	21.53	32.20	14.46	29.36
aplnra	NM_001075105	79.26	77.18	71.88	87.28	80.62	87.12	100.79	74.57	94.31
wu:fj39h09	NR_023334	4.88	4.20	4.68	3.48	2.87	4.18	3.34	4.55	4.88
zw10	NM_200141	15.59	16.62	23.45	17.41	18.82	14.32	11.11	18.53	12.47
kansl2	NM_001005990	80.33	87.35	69.06	40.93	41.48	46.23	148.63	73.76	125.27
tm7sf2	NM_001008597	1.76	1.78	2.49	1.78	3.00	1.91	0.49	2.69	0.80
tnw	NM_131036	0.17	0.06	0.94	0.67	0.57	0.23	0.07	0.17	0.09
zgc:193681	NM_001128767	0.48	0.68	0.96	1.02	1.49	1.34	0.97	1.68	0.52
ddx3b	NM_130941	277.81	275.08	269.23	247.79	255.76	224.54	188.20	277.05	227.16
primpol	NM_001037378	24.13	27.50	25.13	18.10	19.76	17.11	25.33	17.94	24.38
asb13a.1	NM_001002528	1.90	2.04	1.32	1.40	0.92	1.31	3.02	1.78	2.79
MGC174155	NM_001103118	1046.87	1049.79	1445.25	787.19	760.37	493.05	795.46	823.34	743.46
klhl12	NM_001007328	25.07	27.11	22.83	24.45	27.52	28.48	32.25	25.00	31.49
mcts1	NM_201071	117.86	117.36	146.04	118.87	117.81	101.16	96.64	134.89	107.45
tpma	NM_131105	25.79	26.62	67.76	30.19	26.79	7.66	4.15	20.03	8.01
sox6	NM_001123009	1.53	1.79	2.20	1.88	1.76	1.87	1.12	2.71	1.33
pigf	NM_205645	49.24	39.92	44.94	45.90	47.65	44.21	38.53	39.62	38.74
thoc3	NM_001003758	58.42	61.09	64.47	54.35	55.13	54.45	64.05	60.63	61.51
map9	NM_001278845	7.41	7.56	7.29	3.89	4.10	3.24	8.11	7.28	7.81
mir99-1	NR_030050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nitr1d	NM_198349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zgc:162544	NM_001089346	7.25	6.64	8.54	12.79	10.73	7.68	4.31	5.21	4.79
znf143a	NM_001007441	52.54	51.57	43.45	46.36	39.16	43.42	59.75	43.16	55.70
dnajc18	NM_001113588	15.71	16.01	16.05	11.57	10.90	11.52	16.47	16.52	18.01
neu3.2	NM_001003644	1.64	2.28	1.31	1.27	0.93	0.65	0.50	1.16	0.90
tbcc	NM_001256248	10.22	8.33	11.22	7.16	8.60	8.71	7.58	9.23	7.69
gdf11	NM_212975	6.33	6.88	7.52	4.49	5.31	3.60	4.28	6.79	3.72
si:dkey-167i21.2	NR_015622	1.96	4.11	4.87	9.78	8.58	11.74	5.87	4.09	5.54
pum2	NM_001102570	21.44	26.12	16.60	18.03	18.46	19.73	41.53	26.81	38.59
prom1a	NM_001115143	1.46	2.08	1.15	3.66	2.97	1.25	0.85	1.21	0.81
psme3	NM_131376	139.80	126.45	173.33	142.63	143.76	126.84	78.38	149.26	100.67
larp6	NM_199903	25.43	25.16	20.55	23.34	23.52	23.26	20.10	20.96	20.67
ppiab	NM_199957	605.13	514.04	640.22	495.86	479.62	479.62	437.61	585.88	451.35
fgb	NM_212774	4.55	5.81	12.25	12.87	11.66	4.56	2.10	11.33	4.59
rho	NM_131084	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.07	0.00
sypa	NM_001143977	0.46	0.12	0.57	0.60	0.59	0.24	1.24	0.48	0.25
hibadha	NM_001003646	2.60	3.20	2.34	1.87	2.55	2.18	9.97	2.25	8.34
naa15b	NM_203321	46.64	43.60	56.93	50.00	52.32	47.93	36.22	50.55	38.90
si:rp71-1f1.4	NM_001030221	0.90	1.34	1.15	0.81	0.79	0.13	0.46	1.07	0.55
vps4a	NM_001076609	9.31	11.94	10.66	9.85	10.14	10.34	12.76	12.73	13.93
wipf2b	NM_001002165	47.78	50.43	40.24	36.62	35.03	36.73	52.99	46.49	52.63
pde6g	NM_001243082,NM_212799	0.12	0.13	0.36	1.02	1.12	0.95	0.58	0.63	0.26
rbp7b	NM_001128750	5.04	0.72	11.62	5.29	3.07	1.19	0.55	3.83	1.23
d2hgdh	NM_001080597	8.14	10.99	9.10	8.61	8.38	8.66	7.48	7.97	8.05
chid1	NM_200057	8.26	8.08	10.31	11.62	10.43	7.88	6.07	6.83	6.63
g3bp2	NM_001080563	27.10	30.43	31.27	28.93	32.10	30.75	31.94	42.02	34.84
mfge8a	NM_001014299	2.34	2.79	2.53	2.71	2.82	2.77	1.90	2.77	2.65
cacnb4b	NM_001040318,NM_001113516	0.26	0.58	0.22	0.31	0.44	0.37	0.19	0.58	0.28
med27	NM_200660	73.19	76.30	66.39	62.01	66.19	72.37	91.21	82.40	83.77
fkbp1b	NM_200812	0.50	0.84	2.08	0.73	1.23	0.52	1.31	1.56	1.07
rnf182	NM_001045351	0.30	0.31	0.10	0.94	1.23	0.42	0.12	0.21	0.11
pfdn1	NM_001013344	209.09	205.53	230.20	212.18	181.48	172.02	207.99	210.20	200.14
bcan	NM_001083813	0.36	0.42	0.18	0.53	0.54	0.23	0.52	0.43	0.41
impdh2	NM_201464	51.89	51.92	64.41	99.85	91.44	71.18	32.09	62.19	41.17
ubxn10	NM_001045446	0.72	1.34	0.55	0.25	0.49	0.41	0.57	1.08	0.51
rhogc	NM_199692	48.78	47.32	51.54	53.84	52.97	52.57	44.28	57.74	49.02
foxp1b	NM_001039637	12.07	15.98	16.73	14.84	10.90	9.32	11.75	17.04	14.87
vtg7	NM_001102671	0.88	1.09	1.25	0.05	0.24	0.10	0.20	1.01	0.56
rab23	NM_001020743	12.02	14.69	13.02	14.58	16.75	12.25	12.01	14.56	14.52
znf711	NM_001105523	10.98	14.84	12.17	11.57	10.81	13.29	15.50	14.16	16.40
si:ch211-223p8.8	NM_001145626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
anxa1a	NM_181758	1052.95	1115.43	554.80	1672.85	1638.69	2133.82	924.48	946.99	853.40
prkci	NM_131855	63.11	63.08	66.07	74.55	71.93	74.61	64.10	67.22	67.88
armt1	NM_001014331	5.38	6.37	7.83	10.33	9.06	9.35	8.46	8.46	8.35
naa40	NM_001017632	183.29	187.61	189.70	152.55	161.80	156.36	177.95	168.18	180.42
apnl	NM_001293671	0.12	0.13	0.24	0.00	0.13	0.00	0.59	0.32	0.33
ubb	NM_001013272	720.32	778.67	725.97	934.09	931.96	1047.44	781.94	860.82	795.62
taf11	NM_001002548	55.40	51.53	60.23	66.12	60.09	61.97	55.74	55.78	52.59
tp73	NM_183340	1.84	2.07	0.98	2.75	2.91	2.73	3.91	3.99	3.79
dhrs11b	NM_001002143	6.24	6.27	13.53	15.94	14.88	11.27	5.43	9.40	6.78
pgk1	NM_213387	24.89	25.15	19.93	23.20	21.33	45.61	122.25	16.99	88.17
nipa1	NM_001006062	5.34	6.08	4.93	4.65	4.48	3.18	7.22	9.08	7.15
LOC100149258	NM_001128819	0.31	0.32	0.66	0.76	0.59	0.00	1.06	0.47	0.64
trpv1	NM_001126399	0.04	0.13	0.08	0.04	0.04	0.09	0.05	0.09	0.13
rad23ab	NM_001037687	9.76	7.85	9.45	12.52	11.46	10.67	9.99	11.46	10.51
zgc:162928	NM_001089499	1.15	1.35	0.46	1.40	1.23	1.10	1.54	0.82	1.74
zgc:154125	NM_001077331	0.19	0.20	0.19	0.13	0.13	0.13	0.00	0.20	0.00
usp54a	NM_001201566	33.88	39.23	28.11	33.59	34.05	42.02	57.73	40.16	54.57
crp3	NM_001114915	0.00	0.15	0.31	0.33	0.00	0.31	0.57	0.51	0.00
tmub1	NM_213298	15.55	15.31	16.28	19.75	18.91	17.64	12.99	17.28	16.48
dcp2	NM_200152	68.73	71.26	70.85	58.05	60.53	53.41	62.02	65.50	59.49
ccdc85b	NM_001166154	33.18	37.85	37.75	34.71	31.70	30.90	27.06	33.39	32.17
sh3bgrl3	NM_200278	30.21	34.55	40.77	28.02	24.33	18.40	23.71	33.00	26.20
nab1a	NM_001045086	1.91	1.86	1.67	1.81	2.06	1.46	0.73	1.46	1.41
capns1a	NM_001017899	90.71	87.21	109.14	106.66	99.68	91.83	66.47	112.81	74.17
ccdc149b	NM_001002710	2.28	1.80	3.46	1.85	1.81	1.63	2.35	2.34	2.93
slc1a6	NM_001109703	0.58	0.51	1.20	0.51	0.15	0.15	0.23	0.35	0.10
arfgap3	NM_205597	29.05	23.69	23.87	25.20	22.21	25.80	26.30	20.00	28.63
zgc:162967	NM_001089388	77.68	78.14	68.27	72.13	73.71	81.46	80.30	67.08	72.51
bcar1	NM_001135133	29.44	32.69	29.32	27.10	26.06	27.71	40.75	30.83	36.14
crlf3	NM_001017817	64.77	62.35	64.54	71.11	76.33	63.28	67.04	80.61	65.54
evx1	NM_131249	0.66	1.12	2.77	0.90	1.05	0.38	0.39	0.51	0.62
cbx3a	NM_001045402	530.68	533.07	531.67	406.97	455.67	432.96	405.40	478.01	457.46
LOC101887004	NR_120391	0.55	0.78	0.41	0.73	1.04	1.44	0.33	0.96	0.72
neu1	NM_001044909	48.15	52.00	52.06	62.34	59.28	58.42	44.81	55.88	41.36
pop4	NM_001020749	27.60	30.03	38.09	30.29	33.82	31.25	23.34	33.80	25.61
spry2	NM_001003842	59.75	57.92	69.01	50.38	54.61	59.38	73.90	66.30	75.08
pcdh2g29	NM_001024201	6.10	4.63	4.13	6.82	6.13	5.98	4.07	3.40	6.36
lss	NM_001083567	0.48	0.46	0.88	2.11	1.45	3.10	0.34	0.67	0.22
mrpl43	NM_001002428	31.27	30.36	34.94	27.49	29.23	27.58	23.98	29.44	22.49
si:dkey-33m11.6	NM_001200000	1.39	1.75	0.62	0.87	0.71	0.80	2.41	0.65	2.54
zgc:66483	NM_199825	1.34	0.78	1.37	1.21	1.02	1.41	1.46	2.54	1.89
hkdc1	NM_001115125	83.07	82.84	36.47	133.54	142.50	200.03	147.04	84.16	128.28
nrg2b	NM_001145091	0.86	0.68	0.32	1.92	1.27	1.79	1.16	2.86	2.31
cdh1	NM_131820	95.57	102.00	100.80	91.92	76.02	70.46	83.44	92.32	85.46
ces3	NM_001044936	10.62	9.57	11.72	12.40	13.30	20.51	17.03	13.70	12.63
fgf1b	NM_001105278	6.50	7.67	8.23	7.38	7.57	8.11	10.45	9.34	11.17
LOC405768	NM_212842	0.35	0.22	0.56	0.67	0.72	0.44	0.34	0.15	0.23
hmgcll1	NM_001110400	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.09	0.09
golga7ba	NM_001017566	3.99	5.15	1.43	4.81	4.92	3.21	5.88	2.80	5.57
pyya	NM_001164371,NM_131016	0.45	0.16	0.74	0.47	0.15	0.62	0.53	0.99	0.16
si:ch211-202h22.9	NM_001145570	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.15	0.16
zgc:174935	NM_001110407	25.20	26.86	26.27	29.44	29.61	31.17	25.92	23.79	28.37
mir2184	NR_030648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ftsj1	NM_001007384	37.17	40.12	46.60	37.24	35.17	32.03	34.43	34.94	31.47
atp13a1	NM_001001403	38.28	42.14	37.62	45.24	43.78	44.04	35.99	44.97	39.49
lpar5a	NM_199606	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
runx2b	NM_212862	1.96	2.35	1.15	3.33	2.19	3.00	2.55	1.98	2.11
papola	NM_205758	83.04	89.03	86.07	93.24	89.11	79.61	56.52	97.31	68.87
sc:d0202	NM_001098252	0.15	0.34	0.00	0.35	0.08	0.31	0.00	0.10	0.10
pycr1b	NM_001020618	11.20	11.27	14.33	11.97	8.34	4.85	2.34	4.33	3.29
mir27c	NR_045226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
taar13c	NM_001083040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rps23	NM_001110121	1772.92	1655.31	1756.23	1449.15	1476.96	1487.76	1637.19	1750.83	1600.80
cnksr3	NM_001113647	23.69	30.90	29.11	26.54	24.94	25.63	33.23	28.58	32.20
hs2st1a	NM_001080670	24.89	31.74	24.96	26.20	27.94	24.80	32.15	30.13	33.63
zgc:113220	NM_001030228	27.22	30.05	30.49	30.33	28.07	33.85	40.38	32.48	38.33
uox	NM_001002332	288.24	281.69	281.16	60.96	62.01	81.28	268.68	241.75	253.31
cdca8	NM_001007456	90.69	84.10	85.93	73.16	69.23	70.76	96.69	80.39	94.54
sfrp1b	NM_001083571	0.83	0.65	0.89	0.29	0.43	0.43	0.41	0.79	0.22
ccsapb	NM_001161361	10.23	11.66	14.81	9.09	9.75	8.26	8.87	10.73	10.11
enkur	NM_001305613	8.46	7.23	10.70	6.47	7.00	7.95	7.82	10.37	8.02
psmd12	NM_201578	120.89	125.83	144.75	133.49	137.76	127.44	84.73	133.25	96.77
pfklb	NM_001017596	31.46	40.26	24.15	39.01	38.12	49.86	76.54	30.96	53.92
trim69	NM_001302246	0.12	0.32	0.00	0.26	0.13	0.19	0.07	0.13	0.07
idh3g	NM_001017713	17.20	17.58	24.89	25.38	24.74	20.45	10.73	21.82	11.48
trim35-36	NM_001003462	1.52	1.43	0.65	1.83	0.00	0.46	1.19	0.34	0.48
pcdh2ac	NM_001007762	0.11	0.23	0.09	0.09	0.14	0.21	0.18	0.20	0.10
eif4g2a	NM_001014289	174.59	184.08	203.31	185.66	197.81	195.83	140.55	237.89	163.57
lim2.3	NM_001002587	0.14	0.29	0.14	0.14	0.00	0.00	0.33	0.00	0.29
odam	NM_001145243	0.00	0.00	0.00	0.14	0.00	0.42	0.96	0.14	0.14
ctns	NM_001020571	15.59	15.25	14.73	15.21	14.71	16.93	13.99	14.78	14.54
mgat1a	NM_200676	15.40	16.20	14.12	18.37	21.52	18.63	11.66	16.77	13.15
alg5	NM_001045354	44.03	45.91	51.52	51.75	53.95	55.25	32.70	42.95	36.04
slc52a3	NM_001040357	2.91	2.73	3.91	1.88	2.84	1.70	0.86	5.33	1.81
angpt1	NM_131813	0.51	0.33	0.44	0.60	0.26	0.20	0.00	0.20	0.14
h2afy2	NM_001025502	101.33	104.59	105.21	71.27	69.92	90.36	119.52	115.36	123.67
atp5h	NM_200702	193.53	193.17	241.61	216.01	233.19	223.73	170.02	319.81	203.22
lsm12b	NM_213148	168.45	179.60	164.80	144.61	143.61	136.64	218.65	147.39	194.94
s1pr5b	NM_001079656	0.07	0.00	0.22	0.84	0.30	0.68	0.17	0.23	0.00
scdb	NM_001020705	4.51	4.22	3.68	3.91	5.25	3.00	2.82	5.00	4.50
si:ch211-203b8.6	NM_001128730	0.39	0.88	0.97	0.75	0.13	0.34	0.39	0.14	0.49
tmem106bb	NM_001045052	20.27	22.96	17.28	20.39	18.41	17.74	28.49	19.38	27.09
park7	NM_001005938	5.19	4.23	9.29	7.99	9.97	8.65	4.56	10.59	5.34
srd5a3	NM_001044939	6.65	6.34	7.12	8.78	5.60	5.46	3.26	6.21	4.12
mir430b-12	NR_034263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zgc:92041	NM_001003737	0.11	0.12	0.22	0.59	1.04	2.23	0.27	1.06	0.12
exorh	NM_131212	2.62	2.92	4.78	2.92	4.17	1.41	2.12	4.93	2.73
ef1	NM_131159	27.78	31.22	25.67	24.12	24.65	26.55	38.28	29.83	36.91
lipca	NM_201022	0.06	0.00	0.30	0.06	0.43	0.25	0.00	0.13	0.00
shisa2	NM_001003631	213.46	203.13	90.89	117.02	165.89	242.07	435.17	190.88	354.29
alg8	NM_001017647	18.38	18.18	21.66	15.97	15.09	14.31	12.45	19.64	15.43
grm3	NM_001128343	0.00	0.04	0.07	0.00	0.04	0.04	0.04	0.22	0.00
thap11	NM_213102	38.04	36.43	31.38	32.60	31.38	33.10	40.86	31.74	41.51
id4	NM_001039990	4.52	4.18	2.64	4.00	3.10	4.06	2.65	4.53	4.01
zgc:174153	NM_001111192	1089.06	1083.23	1379.86	640.85	610.30	360.90	816.66	728.26	714.34
zgc:153119	NM_001077275	2.51	3.19	4.16	1.36	0.94	0.95	3.19	3.81	3.85
opn4xb	NM_001258223	0.00	0.08	0.15	0.08	0.00	0.15	0.00	0.23	0.00
hs6st3b	NM_001080194	0.00	0.08	0.00	0.08	0.17	0.08	0.00	0.25	0.00
tspan33a	NM_001002617	1.96	2.18	4.27	1.59	2.01	1.51	0.83	3.23	1.43
si:dkey-83f18.9	NM_001100082	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
sdr16c5a	NM_212878	39.89	41.05	65.14	44.90	42.36	35.39	23.19	50.83	33.41
rgs5b	NM_001017821	0.00	0.00	0.00	0.63	0.20	0.10	0.00	0.10	0.00
chmp6b	NM_001003874	70.89	72.88	77.95	65.94	66.60	63.61	70.09	71.96	69.99
cfap97	NM_212778	12.80	13.24	13.89	9.78	9.87	10.86	17.59	14.92	16.05
emc4	NM_205658	100.92	96.85	84.64	100.66	102.25	104.99	97.55	91.38	109.36
tor4aa	NM_001017561	16.43	17.34	19.77	24.83	22.11	18.57	15.35	18.35	17.20
gabrr1	NM_001025553	0.20	0.18	0.15	0.68	0.65	0.45	0.43	0.23	0.00
tsc1a	NM_200052	7.72	10.19	12.23	15.99	14.42	14.97	8.99	14.76	10.12
nifk	NM_173288	163.70	161.87	195.38	159.96	170.49	165.68	118.25	169.37	138.00
zgc:173556	NM_001109742	6.61	12.89	5.37	8.36	8.58	11.70	6.82	5.07	6.54
gata1a	NM_131234	2.67	3.44	16.38	8.68	6.94	0.57	0.00	2.28	0.59
mhc1zda	NM_001287097	0.27	0.90	1.00	0.29	0.74	0.12	0.39	0.40	0.12
eif2s1a	NM_199569	125.22	135.85	147.26	136.45	136.03	120.84	72.62	108.78	90.01
ocrl	NM_001077764	13.57	16.37	16.51	19.91	18.48	17.09	12.66	20.63	16.43
kazald3	NM_001123319	1.67	1.97	2.98	1.54	1.58	0.73	0.75	1.75	0.98
pak4	NM_001002222	25.34	29.55	28.98	29.07	31.08	29.73	29.37	33.74	30.74
ugt2a3	NM_001177343	0.26	0.50	0.34	0.28	0.29	0.32	0.16	0.52	0.18
si:dkeyp-92c9.2	NM_001045220	0.32	0.45	1.60	1.69	0.66	0.22	0.26	0.56	0.12
scube1	NM_001260500	2.60	3.81	2.64	2.64	2.36	2.65	3.75	2.48	3.94
rpl30	NM_200028	2286.93	2088.12	2185.77	1865.20	1897.68	1890.21	2051.92	2136.53	2032.27
